sample,norm.factor
A_r1,0.7086614173228347
A_r2,0.8503937007874016
A_r3,0.7086614173228347
B_r1,1.3464566929133859
B_r2,1.4173228346456694
B_r3,1.4173228346456694
C_r1,0.8503937007874016
C_r2,0.8503937007874016
C_r3,0.8503937007874016
